Pedidos Ingresados,Proporcion Llamadas Perdidas,Proporcion Pedidos Tardíos,Proporcion Tardíos Normal,Proporcion Tardíos Premium,Tiempo Medio para Procesar un Pedido (min),Tiempo Medio para Procesar un Pedido Normal (min),Tiempo Medio para Procesar un Pedido Premium (min),Utilidad
910,0.011943539630836048,0.07362637362637363,0.08723958333333333,0.0,32.35685423839499,33.18382753876134,27.88420990965304,4317100.0
981,0.018018018018018018,0.1304791029561672,0.1502403846153846,0.020134228187919462,41.589973053929675,43.7350923738657,29.611857119790294,4088400.0
916,0.019271948608137045,0.05458515283842795,0.06510416666666667,0.0,31.832823763760707,32.60425534055508,27.82971936526018,4620300.0
874,0.007945516458569807,0.07437070938215103,0.085219707057257,0.008130081300813009,33.34794481462804,34.18797458379571,28.21898256548237,3950300.0
922,0.020191285866099893,0.06073752711496746,0.07088607594936709,0.0,33.824973331750606,34.66453211056043,28.80034124644938,4446900.0
883,0.01560758082497213,0.01925254813137033,0.023287671232876714,0.0,31.402762163044347,31.944592047424198,28.81756075391174,4862300.0
863,0.012585812356979404,0.08574739281575898,0.10082872928176796,0.007194244604316547,32.570964641276355,33.46471831021604,27.91572970377754,3686500.0
923,0.02328042328042328,0.03791982665222102,0.044136191677175286,0.0,32.23166985439572,32.891377570785274,28.207452784419424,4519300.0
903,0.007692307692307693,0.06976744186046512,0.08411214953271028,0.0,31.918393922240895,32.73722238774322,27.935910021843178,4384100.0
921,0.004324324324324324,0.033659066232356136,0.039440203562340966,0.0,30.54221400172003,31.15473971133088,26.97595320354134,5004500.0
874,0.019079685746352413,0.009153318077803204,0.010269576379974325,0.0,30.427046704173847,30.60916093033711,28.933710049635078,4364300.0
880,0.022222222222222223,0.10795454545454546,0.12632978723404256,0.0,33.687778187632304,34.63050697505427,28.14924656152828,3159200.0
877,0.01901565995525727,0.021664766248574687,0.025,0.0,28.89030207283984,29.045543612395207,27.881895491112665,4071500.0
911,0.02043010752688172,0.07683863885839737,0.08939974457215837,0.0,34.03346600177507,34.94836476796344,28.43685870548214,4232000.0
972,0.017189079878665317,0.15432098765432098,0.1761904761904762,0.015151515151515152,39.472154382802934,41.007048212769135,29.70464819210895,3438700.0
927,0.016967126193001062,0.03344120819848975,0.03964194373401535,0.0,29.507862941456455,29.811228455000855,27.87178134427219,4801600.0
930,0.021052631578947368,0.06344086021505377,0.07554417413572344,0.0,34.046698408719635,35.03021378807482,28.891493635052555,4605000.0
845,0.014002333722287048,0.008284023668639054,0.009575923392612859,0.0,28.53377677090187,28.582147292504953,28.22361140869263,4247900.0
894,0.013245033112582781,0.0145413870246085,0.016905071521456438,0.0,29.558580210786523,29.713620805822945,28.60477047012243,5019500.0
860,0.017142857142857144,0.06744186046511629,0.07724137931034483,0.014814814814814815,32.38516044693433,33.035342939199765,28.89343965513844,3541900.0
941,0.018769551616266946,0.01487778958554729,0.0173053152039555,0.0,29.44778909916018,29.616875375712524,28.411495176956777,5421000.0
858,0.009237875288683603,0.038461538461538464,0.044715447154471545,0.0,30.064308765201066,30.384815554648192,28.09319201010124,4549800.0
916,0.013993541442411194,0.15502183406113537,0.18298969072164947,0.0,42.75705365336155,45.283134956147684,28.755345860775527,2918600.0
829,0.011918951132300357,0.022919179734620022,0.026027397260273973,0.0,29.231609129832115,29.498405636324666,27.264321758725394,3866000.0
938,0.015739769150052464,0.09914712153518124,0.11292346298619825,0.02127659574468085,36.72808572736945,37.9119028644348,30.036580349773114,4128500.0
968,0.020242914979757085,0.13429752066115702,0.15606242496998798,0.0,41.9254445266708,44.19090197698572,27.946732999912825,3788600.0
977,0.015120967741935484,0.12282497441146366,0.14285714285714285,0.0,37.937908236095744,39.57745095419294,27.885237555791758,3873100.0
924,0.01282051282051282,0.10173160173160173,0.11809045226130653,0.0,34.96318063679944,36.09019076866765,27.95458637924405,3696600.0
903,0.016339869281045753,0.10299003322259136,0.1225296442687747,0.0,33.21778052448078,34.10043496838821,28.56545605971877,3914100.0
859,0.022753128555176336,0.06868451688009314,0.08263305322128851,0.0,33.23352833709396,34.11381680737819,28.89886649031503,3564300.0
